efficiency,points,plus_minus,turnovers,blocks_per_min,turnovers_per_min,team_LAL,opponent_GSW,team_CHA,steals_per_min,team_MIA,steals,points_per_min,opponent_IND,opponent_CHA,opponent_DAL,blocks,position_SF,team_OKC,opponent_DEN,team_DAL,assists_per_min,team_BKN,team_CHI,opponent_LAL,efficiency_per_min,team_HOU,opponent_CLE,opponent_UTA,opponent_LAC,opponent_OKC,scoring_consistency,team_NOP,game_location_Home,age,assists,rebounds_per_min,team_GSW,usage_rate,team_MIN,opponent_MIL,opponent_NOP,age_bin_prime,three_pct,pm_bin_neutral,position_PG,team_PHI,opponent_NYK,opponent_ORL,minutes_played,team_SAC,opponent_DET,rest_days,fg_pct,team_TOR,impact_metric,ft_pct,team_DET,position_PF,team_CLE,rebounds,opponent_SAC,opponent_SAS,team_LAC,target
12,10,1,1,0.0,0.0408163248646398,0,0,0,0.0,0,0,0.408163248646398,0,0,0,0,0,0,0,0,0.0,0,0,0,0.4897958983756776,0,0,0,0,0,20.89795833069558,0,0,25,0,0.1224489745939194,0,0.4489795735110378,0,0,0,1,32.3,1,0,0,0,0,24.5,0,1,2,51.2,0,0.5306122232403174,75.0,0,0,0,3,0,0,0,0
32,26,5,2,0.027173912305056735,0.05434782461011347,0,0,0,0.027173912305056735,0,1,0.7065217199314751,0,0,0,1,0,0,0,0,0.0815217369151702,0,0,0,0.8695651937618155,0,0,0,0,0,36.10325988849838,0,0,27,3,0.0815217369151702,0,0.8423912814567588,0,0,0,1,29.1,0,0,0,0,0,36.8,0,0,2,51.1,0,0.8695651937618155,85.4,0,0,0,3,1,0,0,1
27,18,0,2,0.0,0.06134969136964137,0,0,0,0.0,0,0,0.5521472223267724,0,0,0,0,0,0,0,0,0.12269938273928274,0,0,0,0.8282208334901585,0,0,0,0,1,20.20858833715987,0,0,34,4,0.2147239197937448,1,0.7361962964356965,0,0,0,0,40.1,1,0,0,0,0,32.6,0,0,0,36.6,0,0.8895705248597999,75.9,0,0,0,7,0,0,0,0
16,11,1,1,0.0,0.049751241305908384,0,0,0,0.0,0,0,0.5472636543649922,0,0,0,0,0,0,0,0,0.19900496522363353,0,0,0,0.7960198608945341,0,0,0,0,0,23.91542169575016,0,0,31,4,0.09950248261181677,0,0.7960198608945341,0,0,0,0,31.8,1,1,0,0,0,20.1,0,0,1,43.7,0,0.8457711022004426,95.0,0,0,0,2,0,0,0,0
37,26,-12,3,0.0,0.06976744023796651,0,0,0,0.04651162682531101,0,2,0.6046511487290431,0,0,0,0,0,0,0,0,0.16279069388858852,0,0,0,0.8604650962682536,0,0,0,0,0,29.083720253866975,0,0,23,7,0.11627906706327752,0,0.8372092828555981,0,1,0,0,41.3,0,1,0,0,0,43.0,0,0,2,48.1,0,0.8837209096809091,69.3,0,0,0,5,0,0,0,1
20,16,10,2,0.04761904535147403,0.09523809070294806,0,0,0,0.0,0,0,0.7619047256235845,0,0,0,1,0,0,0,0,0.23809522675737013,0,0,0,0.9523809070294805,0,0,0,0,0,31.84761753106583,0,1,29,5,0.0,1,1.0952380430839026,0,0,0,0,37.1,0,1,0,0,0,21.0,0,0,3,41.8,0,0.9999999523809546,81.9,0,0,0,0,0,0,0,0
23,15,2,3,0.0,0.10452961308259187,0,0,0,0.03484320436086396,0,1,0.5226480654129594,0,0,0,0,1,0,0,0,0.10452961308259187,0,0,0,0.8013937002998711,0,0,0,0,0,32.35191524906219,0,0,29,3,0.2439024305260477,0,0.7317072915781432,0,0,0,0,29.7,0,0,1,0,0,28.7,0,0,2,61.9,0,0.8710801090215989,65.4,0,0,0,7,0,0,0,0
18,14,-3,1,0.0,0.04291845309362862,0,0,0,0.04291845309362862,0,1,0.6008583433108007,1,0,0,0,0,0,0,0,0.08583690618725724,0,0,0,0.7725321556853152,0,0,0,0,0,27.699569626627913,0,1,23,2,0.08583690618725724,0,0.7296137025916866,1,0,0,0,30.9,0,1,0,0,0,23.3,0,0,3,46.1,0,0.7725321556853152,72.6,0,0,0,2,0,0,0,0
21,11,0,1,0.0,0.04629629415294934,0,0,0,0.04629629415294934,0,1,0.5092592356824427,0,0,0,0,0,0,0,0,0.18518517661179737,0,0,0,0.9722221772119362,0,0,0,0,0,28.773146816058013,0,1,26,4,0.277777764917696,0,0.7407407064471895,0,0,0,1,38.4,1,0,0,0,0,21.6,0,0,0,56.5,0,0.9722221772119362,82.5,0,1,0,6,0,0,0,1
27,15,-3,1,0.0,0.031545740329787374,0,0,0,0.031545740329787374,0,1,0.47318610494681057,0,0,0,0,0,0,0,0,0.18927444197872423,0,1,0,0.851734988904259,0,0,0,0,1,23.65930524734053,0,0,23,6,0.18927444197872423,0,0.6940062872553222,0,0,0,0,35.8,0,0,0,0,0,31.7,0,0,0,50.0,0,0.851734988904259,83.4,0,0,0,6,0,0,0,1
30,15,-11,1,0.08620689283590979,0.043103446417954897,0,0,0,0.0,0,0,0.6465516962693234,0,0,0,2,0,0,0,0,0.17241378567181959,0,0,0,1.2931033925386468,0,0,0,0,0,33.16810201861629,0,1,19,4,0.43103446417954894,0,0.8620689283590979,0,0,0,0,23.6,0,0,0,0,0,23.2,0,0,2,51.3,0,1.2499999461206919,75.3,0,0,0,10,0,0,0,1
31,21,4,3,0.027173912305056735,0.0815217369151702,0,0,0,0.027173912305056735,0,1,0.5706521584061914,0,0,0,1,0,0,0,0,0.0,0,0,0,0.8423912814567588,0,0,0,0,0,28.989129647034524,0,0,26,0,0.2989130353556241,0,0.6521738953213616,0,0,0,1,29.6,0,0,0,0,0,36.8,0,0,1,50.8,0,0.8695651937618155,68.7,0,0,0,11,0,0,0,1
23,19,-4,1,0.04761904535147403,0.04761904535147403,0,0,0,0.04761904535147403,0,1,0.9047618616780065,0,0,1,1,0,0,0,0,0.09523809070294806,0,0,0,1.0952380430839026,0,0,0,0,0,52.928568908163385,0,1,25,2,0.04761904535147403,0,1.0476189977324286,0,0,0,1,31.2,0,0,0,0,0,21.0,0,0,1,58.5,0,1.0476189977324286,84.5,0,0,0,1,0,0,0,0
30,17,0,1,0.025641024983563465,0.025641024983563465,0,0,0,0.025641024983563465,0,1,0.4358974247205789,0,0,0,1,0,0,0,0,0.025641024983563465,0,0,0,0.769230749506904,0,0,0,0,0,20.312819991978976,1,0,23,1,0.2820512748191981,0,0.4871794746877058,0,0,0,0,34.7,1,0,0,0,0,39.0,0,0,2,46.6,0,0.7435897245233405,86.4,0,1,0,11,0,0,0,1
19,12,-7,3,0.0,0.11111110699588492,0,0,0,0.0,0,0,0.44444442798353967,0,0,0,0,0,0,0,0,0.11111110699588492,0,0,0,0.7037036776406045,0,0,0,0,0,18.222221547325127,0,1,26,3,0.2592592496570648,0,0.6666666419753096,1,0,0,1,35.9,0,0,0,0,0,27.0,0,0,5,41.0,0,0.8148147846364894,69.5,0,1,0,7,0,0,0,0
16,7,-13,2,0.0495049480443095,0.099009896088619,0,0,0,0.0,0,0,0.3465346363101665,0,0,0,1,0,0,0,0,0.099009896088619,0,0,0,0.792079168708952,0,0,0,0,0,16.56435561562596,0,0,20,2,0.396039584354476,0,0.5445544284874045,0,1,0,0,30.5,0,0,0,0,0,20.2,0,0,0,47.8,0,0.8415841167532615,75.7,0,0,0,8,0,0,0,0
33,19,14,1,0.02941176384083048,0.02941176384083048,0,0,0,0.05882352768166096,0,2,0.558823512975779,0,0,0,1,1,0,0,0,0.08823529152249143,0,0,0,0.9705882067474058,0,0,0,0,0,22.63235227551905,0,1,27,3,0.2647058745674743,0,0.676470568339101,0,0,0,1,33.0,0,0,0,0,0,34.0,0,0,0,40.5,0,0.9117646790657448,82.8,0,0,0,9,0,0,1,1
16,11,3,2,0.0,0.1324503223542833,0,0,0,0.1324503223542833,0,2,0.7284767729485582,0,0,0,0,0,0,1,0,0.19867548353142495,0,0,0,1.0596025788342665,0,0,0,0,0,29.794700013596028,0,1,27,3,0.1324503223542833,0,1.0596025788342665,0,0,0,1,30.1,0,1,0,0,0,15.1,0,0,3,40.9,0,1.0596025788342665,78.7,0,0,0,2,0,0,0,0
16,10,13,2,0.045871557528827635,0.09174311505765527,0,0,0,0.045871557528827635,0,1,0.45871557528827633,0,0,0,1,0,0,0,0,0.09174311505765527,1,0,0,0.7339449204612422,0,0,0,0,0,20.412843100328296,0,0,29,2,0.18348623011531054,0,0.6422018054035868,0,0,0,0,34.1,0,0,0,0,1,21.8,0,0,0,44.5,0,0.7339449204612422,73.5,0,1,0,4,0,0,0,1
19,7,-9,1,0.057142853877551206,0.057142853877551206,0,0,0,0.057142853877551206,0,1,0.3999999771428584,0,0,0,1,0,1,0,0,0.1714285616326536,0,0,0,1.085714223673473,0,0,0,0,0,17.43999900342863,0,1,21,3,0.45714283102040965,0,0.6285713926530633,0,0,0,0,26.7,0,0,0,0,0,17.5,0,0,1,43.6,0,1.0285713697959216,76.5,0,1,0,8,0,0,0,0
30,18,-8,2,0.030303029384756687,0.060606058769513374,0,0,0,0.060606058769513374,0,2,0.5454545289256204,0,0,0,1,0,0,0,0,0.09090908815427007,0,0,0,0.9090908815427007,0,0,0,0,0,16.963635849586794,0,1,33,3,0.2424242350780535,1,0.6969696758494038,0,0,0,0,28.9,0,0,0,1,0,33.0,0,0,2,31.1,0,0.878787852157944,70.8,0,1,0,8,0,0,0,1
26,17,8,2,0.0,0.07017543613419522,1,0,0,0.03508771806709761,0,1,0.5964912071406594,0,0,0,0,0,0,0,0,0.14035087226839044,0,0,0,0.9122806697445379,0,0,0,0,0,27.856139373468796,0,1,32,4,0.21052630840258565,0,0.8070175155432451,0,0,0,0,36.7,0,0,0,0,0,28.5,0,0,1,46.7,0,0.9473683878116355,58.9,0,0,0,6,0,0,0,0
30,17,1,2,0.05917159588249717,0.05917159588249717,0,0,0,0.029585797941248587,0,1,0.5029585650012259,0,0,0,2,0,0,0,0,0.08875739382374576,0,0,0,0.8875739382374576,0,0,0,0,0,26.355028806064237,0,1,24,3,0.26627218147123727,0,0.650887554707469,0,0,0,0,32.7,1,0,0,0,0,33.8,0,0,1,52.4,0,0.857988140296209,69.2,0,0,0,9,0,0,0,1
29,14,6,2,0.053763439414961305,0.053763439414961305,0,0,0,0.026881719707480652,0,1,0.3763440759047291,0,0,0,2,0,0,0,0,0.0,0,0,0,0.7795698715169389,0,0,0,0,0,17.650537159931794,0,0,31,0,0.3763440759047291,1,0.43010751531969044,0,0,0,0,40.9,0,0,0,1,0,37.2,0,0,1,46.9,0,0.7526881518094583,82.0,0,0,0,14,0,0,0,1
35,27,9,5,0.0,0.12406947582954156,0,0,0,0.04962779033181662,0,2,0.6699751694795244,0,0,0,0,0,0,0,0,0.09925558066363324,0,0,1,0.8684863308067909,0,0,0,0,0,38.52357224507265,0,1,29,4,0.1736972661613582,0,0.8933002259726992,0,0,0,0,32.0,0,0,0,0,0,40.3,0,0,1,57.5,0,0.9429280163045158,68.2,0,0,0,7,0,0,0,1
18,13,-12,3,0.0,0.14634145627602652,0,0,0,0.09756097085068434,0,2,0.6341463105294483,0,0,0,0,0,0,0,0,0.19512194170136868,0,0,0,0.8780487376561591,0,0,0,0,0,31.96097405068419,0,0,25,4,0.09756097085068434,0,0.9756097085068435,0,0,0,1,34.1,0,1,0,0,0,20.5,0,0,2,50.4,1,0.9268292230815013,81.4,0,0,0,2,0,0,0,0
26,15,-14,0,0.0,0.0,0,0,0,0.0,0,0,0.7389162197578216,0,0,0,0,0,0,0,0,0.24630540658594055,0,0,0,1.2807881142468909,0,0,0,0,0,37.906402073576245,0,0,25,5,0.29556648790312867,0,0.9852216263437622,0,0,0,1,25.0,0,1,0,0,0,20.3,0,0,1,51.3,0,1.2807881142468909,82.6,0,0,0,6,0,0,1,1
21,15,-4,1,0.043103446417954897,0.043103446417954897,0,0,0,0.043103446417954897,0,1,0.6465516962693234,0,0,0,1,0,0,0,0,0.043103446417954897,0,1,0,0.9051723747770528,0,0,0,0,0,25.60344717226521,0,1,25,1,0.17241378567181959,0,0.7327585891052332,0,0,0,1,31.0,0,0,0,0,0,23.2,0,0,1,39.6,0,0.8620689283590979,94.9,0,0,0,4,0,1,0,0
17,11,1,0,0.0,0.0,0,0,0,0.0,0,0,0.6358381135353691,1,0,0,0,0,0,0,0,0.0,0,0,0,0.9826589027364795,1,0,0,0,0,30.075142770222957,0,1,36,0,0.3468207892011104,0,0.6358381135353691,0,0,0,0,24.6,1,0,0,0,0,17.3,0,0,2,47.3,0,0.9826589027364795,76.0,0,1,0,6,0,0,0,0
28,18,-4,1,0.0,0.028571427755102068,0,0,0,0.028571427755102068,0,1,0.5142856995918372,0,0,0,0,0,0,0,0,0.0,0,0,0,0.7999999771428579,0,0,0,0,0,26.94857065861227,0,0,31,0,0.28571427755102063,0,0.5428571273469392,0,0,0,0,39.1,0,0,0,0,0,35.0,0,0,4,52.4,0,0.7999999771428579,86.1,0,1,0,10,0,0,0,1
29,21,19,3,0.0,0.07058823363321803,0,0,0,0.04705882242214536,0,2,0.49411763543252624,0,0,0,0,0,0,0,0,0.09411764484429072,0,0,0,0.6823529251211077,0,0,0,1,0,21.29647008714188,0,0,26,4,0.1176470560553634,0,0.658823513910035,0,0,0,1,39.1,0,0,0,0,0,42.5,0,0,3,43.1,0,0.7058823363321803,80.1,0,0,0,5,0,0,0,1
31,22,-16,0,0.0,0.0,0,0,0,0.03289473576004159,0,1,0.723684186720915,0,0,0,0,1,0,1,0,0.09868420728012477,0,0,0,1.0197368085612892,0,0,0,0,0,43.276314365910714,0,0,26,3,0.16447367880020794,0,0.8223683940010397,0,0,0,1,27.6,0,0,0,0,0,30.4,1,0,3,59.8,0,0.9868420728012476,63.5,0,0,0,5,0,0,0,1
14,13,-3,3,0.0,0.17241378319461018,0,0,0,0.057471261064870056,0,1,0.7471263938433107,0,0,0,0,0,0,0,0,0.0,0,0,0,0.8045976549081808,0,0,0,1,0,39.74712415246413,0,1,29,0,0.17241378319461018,1,0.9195401770379209,0,0,0,0,36.7,0,0,0,0,0,17.4,0,0,1,53.2,0,0.9195401770379209,71.0,0,0,0,3,0,0,0,0
24,21,-1,4,0.0,0.120845917799217,0,0,0,0.03021147944980425,0,1,0.6344410684458892,0,0,0,0,1,0,0,0,0.0604229588996085,0,0,0,0.725075506795302,0,0,0,0,0,32.29305038389576,0,1,29,2,0.120845917799217,0,0.8157099451447146,0,0,0,0,36.2,0,0,0,0,0,33.1,0,0,1,50.9,0,0.8157099451447146,79.0,0,0,0,4,0,0,0,0
20,13,-15,1,0.045454543388429844,0.045454543388429844,0,0,0,0.045454543388429844,0,1,0.590909064049588,0,0,0,1,0,0,0,0,0.09090908677685969,0,0,0,0.9090908677685968,0,0,0,0,0,27.536362384710802,0,1,23,2,0.18181817355371938,0,0.7272726942148775,0,0,0,0,41.2,0,0,0,0,0,22.0,0,0,2,46.6,0,0.863636324380167,91.1,0,1,0,4,0,0,0,0
21,14,-4,2,0.08620689283590979,0.08620689283590979,0,0,0,0.0,0,0,0.6034482498513686,0,0,0,2,0,0,0,0,0.08620689283590979,0,0,0,0.9051723747770528,0,0,0,0,0,20.336206019991124,0,0,27,2,0.21551723208977447,0,0.7758620355231881,0,0,0,1,33.1,0,0,0,0,0,23.2,0,0,1,33.7,0,0.9051723747770528,81.1,0,0,0,5,0,0,0,0
18,10,8,1,0.057142853877551206,0.057142853877551206,0,0,0,0.057142853877551206,0,1,0.571428538775512,1,0,0,1,0,0,0,0,0.0,0,0,0,1.0285713697959216,0,0,0,0,0,30.685712532245,0,1,25,0,0.3999999771428584,0,0.6285713926530633,0,0,0,1,24.4,0,0,0,0,0,17.5,0,0,2,53.7,1,0.9714285159183704,74.0,0,0,0,7,0,0,0,0
26,17,0,1,0.043103446417954897,0.043103446417954897,0,0,0,0.0,0,0,0.7327585891052332,0,0,0,1,0,0,0,0,0.0,0,0,0,1.1206896068668273,0,0,0,0,0,32.82758479191445,0,0,27,0,0.38793101776159405,0,0.7758620355231881,0,0,0,1,42.4,1,0,0,1,0,23.2,0,0,0,44.8,0,1.1206896068668273,78.6,0,0,0,9,0,0,1,1
21,9,-13,1,0.0,0.03508771806709761,0,0,0,0.03508771806709761,0,1,0.31578946260387847,0,0,0,0,0,0,0,0,0.21052630840258565,0,0,0,0.7368420794090498,0,0,0,0,0,13.452631106925223,0,0,26,6,0.21052630840258565,0,0.5614034890735617,0,0,0,1,29.2,0,0,0,0,0,28.5,0,0,1,42.6,1,0.7368420794090498,72.5,0,0,0,6,0,0,0,0
24,18,-6,2,0.0,0.062305294009180875,0,0,1,0.031152647004590438,0,1,0.5607476460826278,0,0,0,0,1,0,1,0,0.031152647004590438,0,0,0,0.7476635281101704,0,0,0,0,0,25.177569309109987,0,0,30,1,0.1869158820275426,0,0.6542055870963992,0,0,0,0,48.0,0,0,0,0,0,32.1,0,0,1,44.9,0,0.778816175114761,77.5,0,0,0,6,0,0,0,0
22,14,-2,2,0.0,0.12121211386593249,0,0,0,0.060606056932966244,0,1,0.8484847970615274,0,0,1,0,0,1,0,0,0.12121211386593249,0,0,0,1.3333332525252573,0,0,0,0,0,33.34545252451802,0,0,26,2,0.4242423985307637,0,1.0909090247933924,0,0,0,1,33.4,0,0,0,0,0,16.5,0,0,1,39.3,0,1.3939393094582235,68.0,0,1,0,7,0,0,0,0
21,8,12,2,0.04926108131718811,0.09852216263437621,0,0,0,0.04926108131718811,0,1,0.39408865053750486,0,0,0,1,0,0,0,0,0.09852216263437621,0,0,0,1.0344827076609502,0,0,0,0,0,16.709358782790204,0,0,27,2,0.5418718944890691,0,0.5911329758062573,0,0,0,1,20.9,0,0,0,0,0,20.3,0,0,2,42.4,0,1.0344827076609502,76.8,0,0,0,11,0,0,0,1
21,16,-5,2,0.0,0.09756097085068434,0,0,0,0.04878048542534217,0,1,0.7804877668054747,0,0,0,0,0,0,0,0,0.19512194170136868,0,0,0,1.0243901939321856,0,0,0,0,0,39.96097366044031,0,1,20,4,0.09756097085068434,1,1.0731706793575277,0,0,1,0,32.8,0,1,0,0,0,20.5,0,0,2,51.2,0,1.0731706793575277,86.1,0,0,0,2,0,0,0,0
25,14,-11,1,0.0,0.04184100243343086,0,0,0,0.04184100243343086,0,1,0.5857740340680321,0,0,0,0,0,0,1,0,0.16736400973372345,0,0,0,1.0460250608357715,0,0,0,0,0,29.405856510215212,0,0,28,4,0.29288701703401604,0,0.7949790462351863,0,0,0,1,40.4,0,0,0,0,0,23.9,0,0,0,50.2,0,1.0460250608357715,89.8,0,0,0,7,0,0,0,0
19,11,-2,1,0.04405286149546866,0.04405286149546866,1,0,0,0.13215858448640597,0,3,0.4845814764501552,0,0,0,1,0,0,0,0,0.22026430747734327,0,0,0,0.8370043684139045,0,0,0,0,0,23.35682716489748,0,1,24,5,0.0,0,0.7488986454229671,0,0,0,0,47.1,0,1,0,0,0,22.7,0,0,4,48.2,0,0.7048457839274985,95.0,0,0,0,0,1,0,0,0
14,12,-5,2,0.0,0.08658008283203104,0,1,0,0.0,0,0,0.5194804969921862,0,0,0,0,1,0,0,0,0.08658008283203104,0,0,0,0.6060605798242172,0,0,0,0,0,19.27272643841011,0,0,22,2,0.08658008283203104,0,0.6926406626562484,0,0,0,0,30.3,0,0,0,0,0,23.1,0,0,1,37.1,0,0.6926406626562484,95.0,0,0,0,2,0,0,0,0
26,20,4,1,0.03472222101658955,0.03472222101658955,0,0,0,0.03472222101658955,0,1,0.6944444203317909,0,0,0,1,0,0,0,0,0.0694444420331791,1,0,0,0.9027777464313282,0,0,0,0,0,37.986109792148966,0,1,30,2,0.10416666304976864,0,0.7986110833815595,0,0,0,0,33.6,0,0,0,0,0,28.8,0,0,3,54.7,0,0.8680555254147386,69.5,0,0,0,3,0,0,0,1
20,16,7,2,0.036630035288277095,0.07326007057655419,0,0,0,0.0,0,0,0.5860805646124335,0,0,0,1,0,0,0,0,0.10989010586483128,0,0,0,0.7326007057655418,0,0,0,0,0,29.479852400005406,0,1,26,3,0.07326007057655419,0,0.769230741053819,0,0,0,1,29.8,0,0,0,0,0,27.3,0,0,2,50.3,1,0.769230741053819,94.5,0,0,0,2,0,0,0,0
18,13,3,2,0.045454543388429844,0.09090908677685969,0,0,0,0.0,0,0,0.590909064049588,0,0,0,1,0,0,0,0,0.13636363016528952,0,0,0,0.8181817809917372,0,0,0,0,0,21.68636265061988,0,0,20,3,0.13636363016528952,0,0.8181817809917372,0,0,0,0,33.6,0,1,0,0,0,22.0,0,0,2,36.7,0,0.863636324380167,86.4,0,0,0,3,0,0,0,0
29,21,6,1,0.03003002912822736,0.03003002912822736,0,0,0,0.03003002912822736,0,1,0.6306306116927746,0,0,0,1,0,0,0,0,0.06006005825645472,0,0,0,0.8708708447185934,0,0,0,0,0,32.729728746855,0,1,24,2,0.1501501456411368,0,0.7207206990774566,0,0,0,0,31.8,0,0,0,0,0,33.3,0,0,4,51.9,1,0.840840815590366,86.0,0,0,0,5,0,0,0,1
14,8,3,2,0.04347825897920613,0.08695651795841226,0,0,0,0.0,0,0,0.34782607183364905,0,0,0,1,0,0,0,0,0.08695651795841226,0,0,0,0.6086956257088858,0,0,0,0,0,15.791303661247667,1,1,27,2,0.21739129489603065,0,0.5217391077504736,0,0,0,1,25.3,0,0,0,0,0,23.0,0,0,3,45.4,0,0.6521738846880919,86.0,0,0,0,5,0,0,0,0
22,17,-2,2,0.0,0.06349206147644249,0,0,0,0.03174603073822124,0,1,0.5396825225497611,0,0,0,0,0,0,0,0,0.12698412295288497,0,0,0,0.6984126762408674,1,0,0,0,0,27.146030884252983,0,0,27,4,0.06349206147644249,0,0.7301587069790887,0,0,0,1,38.7,0,0,0,0,0,31.5,0,0,1,50.3,0,0.7301587069790887,70.6,0,0,0,2,0,0,0,0
16,11,-5,0,0.048309176410184715,0.0,0,0,0,0.0,0,0,0.5314009405120319,0,0,0,1,0,1,0,0,0.09661835282036943,0,0,0,0.7729468225629554,0,0,1,0,0,19.874395175149992,0,0,25,2,0.09661835282036943,0,0.6280192933324013,0,0,0,1,27.1,0,0,0,0,0,20.7,0,0,0,37.4,0,0.7246376461527707,84.9,0,1,0,2,0,0,0,0
22,14,-4,0,0.0,0.0,0,0,0,0.03521126636580048,0,1,0.4929577291212067,0,1,0,0,0,0,0,1,0.03521126636580048,0,0,0,0.7746478600476105,0,0,0,0,0,21.838027400069457,0,0,19,1,0.2112675981948029,0,0.5281689954870072,0,0,0,0,33.3,0,0,0,0,0,28.4,0,0,1,44.3,0,0.7394365936818101,62.9,0,1,0,6,0,0,0,0
16,8,0,0,0.055555552469135974,0.0,0,1,0,0.055555552469135974,0,1,0.4444444197530878,0,0,0,1,0,0,0,0,0.0,0,0,0,0.8888888395061756,0,0,0,0,0,15.066665829629676,0,1,25,0,0.3333333148148158,0,0.4444444197530878,1,0,0,1,41.2,1,0,0,0,0,18.0,0,0,1,33.9,0,0.7777777345679036,70.7,0,0,0,6,0,0,0,1
